 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,MAX_ERGIC53_5_BOTH.tif:cell body:1,104.666,90.945,52.908,67.000,9.000,248.000,0.000,0.000,9518.911,78.000,184164.000,0,0.000
2,MAX_ERGIC53_5_BOTH.tif:nucleus:1,43.624,93.261,41.735,58.000,30.000,245.000,0.000,0.000,4068.398,83.000,78712.000,0,0.000
3,MAX_ERGIC53_5_BOTH.tif:cytoplasm:1,61.043,89.290,59.586,19.000,9.000,248.000,0.000,0.000,5450.512,72.000,105452.000,0,0.000
4,MAX_ERGIC53_5_BOTH.tif:dendrite 1:1,3.877,46.863,11.712,38.641,22.582,73.652,0.000,0.000,181.665,45.467,3514.702,0,17.005
5,MAX_ERGIC53_5_BOTH.tif:dendrite 1 background:1,3.877,5.421,1.478,5.010,4.011,15.372,0.000,0.000,21.016,5.176,406.597,0,17.005
6,MAX_ERGIC53_5_BOTH.tif:dendrite 2:1,0.000,4.000,0.000,4.000,4.000,4.000,38.839,15.801,0.207,4.000,4.000,1,0.000
7,MAX_ERGIC53_5_BOTH.tif:dendrite 2 background:1,0.000,4.000,0.000,4.000,4.000,4.000,41.112,18.074,0.207,4.000,4.000,1,0.000
8,MAX_ERGIC53_5_BOTH.tif:dendrite 3:1,0.000,4.000,0.000,4.000,4.000,4.000,38.839,15.801,0.207,4.000,4.000,1,0.000
9,MAX_ERGIC53_5_BOTH.tif:dendrite 3 background:1,0.000,4.000,0.000,4.000,4.000,4.000,41.112,18.074,0.207,4.000,4.000,1,0.000
10,MAX_ERGIC53_5_BOTH.tif:AIS:1,2.688,54.017,10.876,56.422,33.758,82.311,0.000,0.000,145.182,52.294,2808.865,0,11.780
11,MAX_ERGIC53_5_BOTH.tif:AIS background:1,2.688,6.587,5.356,5.216,4.194,34.973,0.000,0.000,17.705,5.223,342.547,0,11.780
12,MAX_ERGIC53_5_BOTH.tif:axon:1,10.958,49.483,19.759,30.731,19.353,195.882,0.000,0.000,542.214,45.575,10490.316,0,48.196
13,MAX_ERGIC53_5_BOTH.tif:axon background:1,10.958,5.884,3.597,4.955,4.094,44.209,0.000,0.000,64.474,5.185,1247.387,0,48.196
14,MAX_ERGIC53_5_BOTH.tif:growth cone:1,91.383,37.029,32.774,9.000,5.000,251.000,0.000,0.000,3383.802,27.000,65467.000,0,0.000
15,MAX_ERGIC53_5_BOTH.tif:growth cone background:1,91.383,5.369,3.254,5.000,4.000,76.000,0.000,0.000,490.666,5.000,9493.000,0,0.000
