 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,MAX_ERGIC53_2_soma.tif:cell body:1,105.390,64.441,31.782,39.000,12.000,204.000,0.000,0.000,6791.432,55.000,131395.000,0,0.000
2,MAX_ERGIC53_2_soma.tif:nucleus:1,49.310,52.785,20.097,39.000,23.000,159.000,0.000,0.000,2602.809,47.000,50357.000,0,0.000
3,MAX_ERGIC53_2_soma.tif:cytoplasm:1,56.081,74.689,36.322,50.000,12.000,204.000,0.000,0.000,4188.623,72.000,81038.000,0,0.000
4,MAX_ERGIC53_2_soma.tif:dendrite 1:1,0.000,5.000,0.000,5.000,5.000,5.000,56.231,6.593,0.258,5.000,5.000,1,0.000
5,MAX_ERGIC53_2_soma.tif:dendrite 1 background:1,0.000,5.000,0.000,5.000,5.000,5.000,58.504,8.867,0.258,5.000,5.000,1,0.000
6,MAX_ERGIC53_2_soma.tif:dendrite 2:1,0.000,5.000,0.000,5.000,5.000,5.000,56.231,6.593,0.258,5.000,5.000,1,0.000
7,MAX_ERGIC53_2_soma.tif:dendrite 2 background:1,0.000,5.000,0.000,5.000,5.000,5.000,58.504,8.867,0.258,5.000,5.000,1,0.000
8,MAX_ERGIC53_2_soma.tif:dendrite 3:1,0.000,5.000,0.000,5.000,5.000,5.000,56.231,6.593,0.258,5.000,5.000,1,0.000
9,MAX_ERGIC53_2_soma.tif:dendrite 3 background:1,0.000,5.000,0.000,5.000,5.000,5.000,58.504,8.867,0.258,5.000,5.000,1,0.000
10,MAX_ERGIC53_2_soma.tif:AIS:1,5.944,60.273,21.866,45.880,32.304,142.638,0.000,0.000,358.266,53.647,6931.437,0,25.979
11,MAX_ERGIC53_2_soma.tif:AIS background:1,5.944,4.404,0.871,4.168,3.012,9.113,0.000,0.000,26.179,4.306,506.496,0,25.979
