"","original","dir","uuid","new","old_path","new_path"
"1","DMSO-for-GCA_1_BOTH.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\H89_and_GCA\hyperstacks","67e1dd3e-2554-11ed-8000-1b9ee5a659dd","67e1dd3e-2554-11ed-8000-1b9ee5a659dd.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\H89_and_GCA\hyperstacks/DMSO-for-GCA_1_BOTH.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\H89_and_GCA\analysis/67e1dd3e-2554-11ed-8000-1b9ee5a659dd.tif"
"2","DMSO-for-GCA_2_BOTH.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\H89_and_GCA\hyperstacks","5ef22a26-ac10-4a59-b0b2-ae786fe00172","5ef22a26-ac10-4a59-b0b2-ae786fe00172.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\H89_and_GCA\hyperstacks/DMSO-for-GCA_2_BOTH.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\H89_and_GCA\analysis/5ef22a26-ac10-4a59-b0b2-ae786fe00172.tif"
"3","DMSO-for-GCA_3_GC.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\H89_and_GCA\hyperstacks","4d8821d1-b574-42b0-ada3-769e256e3fda","4d8821d1-b574-42b0-ada3-769e256e3fda.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\H89_and_GCA\hyperstacks/DMSO-for-GCA_3_GC.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\H89_and_GCA\analysis/4d8821d1-b574-42b0-ada3-769e256e3fda.tif"
"4","DMSO-for-GCA_3_soma.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\H89_and_GCA\hyperstacks","10cf0abd-8154-4228-b506-95599cd71777","10cf0abd-8154-4228-b506-95599cd71777.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\H89_and_GCA\hyperstacks/DMSO-for-GCA_3_soma.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\H89_and_GCA\analysis/10cf0abd-8154-4228-b506-95599cd71777.tif"
"5","DMSO-for-GCA_4_BOTH.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\H89_and_GCA\hyperstacks","cffa38d9-6138-4c20-9739-33951943cc14","cffa38d9-6138-4c20-9739-33951943cc14.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\H89_and_GCA\hyperstacks/DMSO-for-GCA_4_BOTH.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\H89_and_GCA\analysis/cffa38d9-6138-4c20-9739-33951943cc14.tif"
"6","DMSO-for-GCA_5_BOTH.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\H89_and_GCA\hyperstacks","0d4de5ea-ce81-4c09-9e53-e16efd6e84f1","0d4de5ea-ce81-4c09-9e53-e16efd6e84f1.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\H89_and_GCA\hyperstacks/DMSO-for-GCA_5_BOTH.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\H89_and_GCA\analysis/0d4de5ea-ce81-4c09-9e53-e16efd6e84f1.tif"
"7","DMSO-for-GCA_6_GC.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\H89_and_GCA\hyperstacks","e45c09d5-9da8-4311-b44e-5674a4a0d0e0","e45c09d5-9da8-4311-b44e-5674a4a0d0e0.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\H89_and_GCA\hyperstacks/DMSO-for-GCA_6_GC.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\H89_and_GCA\analysis/e45c09d5-9da8-4311-b44e-5674a4a0d0e0.tif"
"8","DMSO-for-GCA_6_soma.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\H89_and_GCA\hyperstacks","c8d8c03f-cbb5-4533-8374-5434bb9e3c67","c8d8c03f-cbb5-4533-8374-5434bb9e3c67.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\H89_and_GCA\hyperstacks/DMSO-for-GCA_6_soma.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\H89_and_GCA\analysis/c8d8c03f-cbb5-4533-8374-5434bb9e3c67.tif"
"9","DMSO-for-H89_1_BOTH.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\H89_and_GCA\hyperstacks","f3f41020-ab6e-408d-b865-96b54d2328c1","f3f41020-ab6e-408d-b865-96b54d2328c1.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\H89_and_GCA\hyperstacks/DMSO-for-H89_1_BOTH.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\H89_and_GCA\analysis/f3f41020-ab6e-408d-b865-96b54d2328c1.tif"
"10","DMSO-for-H89_2_BOTH.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\H89_and_GCA\hyperstacks","fa9d76db-6ae4-43e5-86c6-fb33d94d91e9","fa9d76db-6ae4-43e5-86c6-fb33d94d91e9.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\H89_and_GCA\hyperstacks/DMSO-for-H89_2_BOTH.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\H89_and_GCA\analysis/fa9d76db-6ae4-43e5-86c6-fb33d94d91e9.tif"
