 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,MAX_i3-12_ERGIC53_3_BOTH.tif:cell body:1,92.778,43.210,33.848,10.000,4.000,191.000,0.000,0.000,4008.958,34.000,77562.000,0,0.000
2,MAX_i3-12_ERGIC53_3_BOTH.tif:nucleus:1,32.356,64.546,27.124,44.000,24.000,191.000,0.000,0.000,2088.471,58.000,40406.000,0,0.000
3,MAX_i3-12_ERGIC53_3_BOTH.tif:cytoplasm:1,60.422,31.784,31.486,10.000,4.000,157.000,0.000,0.000,1920.487,20.000,37156.000,0,0.000
4,MAX_i3-12_ERGIC53_3_BOTH.tif:dendrite 1:1,0.000,4.000,0.000,4.000,4.000,4.000,58.428,11.936,0.207,4.000,4.000,1,0.000
5,MAX_i3-12_ERGIC53_3_BOTH.tif:dendrite 1 background:1,0.000,4.000,0.000,4.000,4.000,4.000,60.702,14.209,0.207,4.000,4.000,1,0.000
6,MAX_i3-12_ERGIC53_3_BOTH.tif:dendrite 2:1,0.000,4.000,0.000,4.000,4.000,4.000,58.428,11.936,0.207,4.000,4.000,1,0.000
7,MAX_i3-12_ERGIC53_3_BOTH.tif:dendrite 2 background:1,0.000,4.000,0.000,4.000,4.000,4.000,60.702,14.209,0.207,4.000,4.000,1,0.000
8,MAX_i3-12_ERGIC53_3_BOTH.tif:dendrite 3:1,0.000,4.000,0.000,4.000,4.000,4.000,58.428,11.936,0.207,4.000,4.000,1,0.000
9,MAX_i3-12_ERGIC53_3_BOTH.tif:dendrite 3 background:1,0.000,4.000,0.000,4.000,4.000,4.000,60.702,14.209,0.207,4.000,4.000,1,0.000
10,MAX_i3-12_ERGIC53_3_BOTH.tif:AIS:1,5.220,22.462,6.551,14.516,10.193,39.701,0.000,0.000,117.260,22.111,2268.644,0,22.880
11,MAX_i3-12_ERGIC53_3_BOTH.tif:AIS background:1,5.220,4.182,0.771,4.080,3.000,6.814,0.000,0.000,21.830,4.094,422.347,0,22.884
12,MAX_i3-12_ERGIC53_3_BOTH.tif:axon:1,15.196,20.352,9.420,13.825,6.544,93.241,0.000,0.000,309.263,18.674,5983.366,0,66.786
13,MAX_i3-12_ERGIC53_3_BOTH.tif:axon background:1,15.196,4.190,0.732,4.006,3.000,7.481,0.000,0.000,63.677,4.097,1231.965,0,66.786
14,MAX_i3-12_ERGIC53_3_BOTH.tif:growth cone:1,38.507,14.089,9.558,7.000,4.000,172.000,0.000,0.000,542.508,12.000,10496.000,0,0.000
15,MAX_i3-12_ERGIC53_3_BOTH.tif:growth cone background:1,38.507,3.957,0.963,4.000,3.000,9.000,0.000,0.000,152.374,4.000,2948.000,0,0.000
