 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,MAX_i3-12_ERGIC53_1_BOTH.tif:cell body:1,171.911,51.701,31.987,22.000,5.000,241.000,0.000,0.000,8887.914,44.000,171956.000,0,0.000
2,MAX_i3-12_ERGIC53_1_BOTH.tif:nucleus:1,46.053,49.308,23.917,32.000,9.000,198.000,0.000,0.000,2270.771,44.000,43933.000,0,0.000
3,MAX_i3-12_ERGIC53_1_BOTH.tif:cytoplasm:1,125.858,52.576,34.433,22.000,5.000,241.000,0.000,0.000,6617.143,44.000,128023.000,0,0.000
4,MAX_i3-12_ERGIC53_1_BOTH.tif:dendrite 1:1,0.000,4.000,0.000,4.000,4.000,4.000,29.328,89.234,0.207,4.000,4.000,1,0.000
5,MAX_i3-12_ERGIC53_1_BOTH.tif:dendrite 1 background:1,0.000,5.000,0.000,5.000,5.000,5.000,31.601,91.508,0.258,5.000,5.000,1,0.000
6,MAX_i3-12_ERGIC53_1_BOTH.tif:dendrite 2:1,0.000,4.000,0.000,4.000,4.000,4.000,29.328,89.234,0.207,4.000,4.000,1,0.000
7,MAX_i3-12_ERGIC53_1_BOTH.tif:dendrite 2 background:1,0.000,5.000,0.000,5.000,5.000,5.000,31.601,91.508,0.258,5.000,5.000,1,0.000
8,MAX_i3-12_ERGIC53_1_BOTH.tif:dendrite 3:1,0.000,4.000,0.000,4.000,4.000,4.000,29.328,89.234,0.207,4.000,4.000,1,0.000
9,MAX_i3-12_ERGIC53_1_BOTH.tif:dendrite 3 background:1,0.000,5.000,0.000,5.000,5.000,5.000,31.601,91.508,0.258,5.000,5.000,1,0.000
10,MAX_i3-12_ERGIC53_1_BOTH.tif:AIS:1,2.326,40.562,10.125,35.551,23.070,67.760,0.000,0.000,94.343,40.092,1825.277,0,10.139
11,MAX_i3-12_ERGIC53_1_BOTH.tif:AIS background:1,2.326,4.610,1.054,4.000,3.023,8.772,0.000,0.000,10.722,4.458,207.442,0,10.139
12,MAX_i3-12_ERGIC53_1_BOTH.tif:axon:1,7.546,30.497,11.213,28.266,10.762,74.320,0.000,0.000,230.141,28.847,4452.571,0,33.144
13,MAX_i3-12_ERGIC53_1_BOTH.tif:axon background:1,7.546,4.399,0.813,4.997,3.000,7.315,0.000,0.000,33.199,4.396,642.299,0,33.144
14,MAX_i3-12_ERGIC53_1_BOTH.tif:growth cone:1,35.096,26.604,17.374,10.000,5.000,99.000,0.000,0.000,933.677,22.000,18064.000,0,0.000
15,MAX_i3-12_ERGIC53_1_BOTH.tif:growth cone background:1,35.096,4.348,0.975,4.000,3.000,8.000,0.000,0.000,152.580,4.000,2952.000,0,0.000
