 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,MAX_i3-11_ERGIC53_2_BOTH.tif:cell body:1,141.209,29.009,12.798,21.000,5.000,121.000,0.000,0.000,4096.361,27.000,79253.000,0,0.000
2,MAX_i3-11_ERGIC53_2_BOTH.tif:nucleus:1,66.004,27.413,10.103,24.000,7.000,115.000,0.000,0.000,1809.360,25.000,35006.000,0,0.000
3,MAX_i3-11_ERGIC53_2_BOTH.tif:cytoplasm:1,76.497,30.116,14.678,11.000,5.000,121.000,0.000,0.000,2303.799,30.000,44572.000,0,0.000
4,MAX_i3-11_ERGIC53_2_BOTH.tif:dendrite 1:1,0.000,4.000,0.000,4.000,4.000,4.000,75.707,69.569,0.207,4.000,4.000,1,0.000
5,MAX_i3-11_ERGIC53_2_BOTH.tif:dendrite 1 background:1,0.000,4.000,0.000,4.000,4.000,4.000,77.980,71.842,0.207,4.000,4.000,1,0.000
6,MAX_i3-11_ERGIC53_2_BOTH.tif:dendrite 2:1,0.000,4.000,0.000,4.000,4.000,4.000,75.707,69.569,0.207,4.000,4.000,1,0.000
7,MAX_i3-11_ERGIC53_2_BOTH.tif:dendrite 2 background:1,0.000,4.000,0.000,4.000,4.000,4.000,77.980,71.842,0.207,4.000,4.000,1,0.000
8,MAX_i3-11_ERGIC53_2_BOTH.tif:dendrite 3:1,0.000,4.000,0.000,4.000,4.000,4.000,75.707,69.569,0.207,4.000,4.000,1,0.000
9,MAX_i3-11_ERGIC53_2_BOTH.tif:dendrite 3 background:1,0.000,4.000,0.000,4.000,4.000,4.000,77.980,71.842,0.207,4.000,4.000,1,0.000
10,MAX_i3-11_ERGIC53_2_BOTH.tif:AIS:1,2.326,17.685,4.062,14.830,9.974,28.124,0.000,0.000,41.134,17.138,795.828,0,10.041
11,MAX_i3-11_ERGIC53_2_BOTH.tif:AIS background:1,2.326,4.076,0.729,3.007,3.000,6.753,0.000,0.000,9.481,3.919,183.432,0,10.041
12,MAX_i3-11_ERGIC53_2_BOTH.tif:axon:1,6.151,19.590,4.916,17.617,9.671,32.148,0.000,0.000,120.496,18.727,2331.264,0,26.837
13,MAX_i3-11_ERGIC53_2_BOTH.tif:axon background:1,6.151,4.066,0.685,3.472,3.015,7.268,0.000,0.000,25.006,3.989,483.799,0,26.837
14,MAX_i3-11_ERGIC53_2_BOTH.tif:growth cone:1,56.029,13.390,14.394,5.000,3.000,88.000,0.000,0.000,750.239,7.000,14515.000,0,0.000
15,MAX_i3-11_ERGIC53_2_BOTH.tif:growth cone background:1,56.029,3.940,1.021,3.000,3.000,10.000,0.000,0.000,220.756,4.000,4271.000,0,0.000
