 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,MAX_i3-11_ERGIC53_3_BOTH.tif:cell body:1,75.877,34.166,16.602,29.000,6.000,114.000,0.000,0.000,2592.420,32.000,50156.000,0,0.000
2,MAX_i3-11_ERGIC53_3_BOTH.tif:nucleus:1,33.493,41.167,14.559,36.000,19.000,103.000,0.000,0.000,1378.806,37.000,26676.000,0,0.000
3,MAX_i3-11_ERGIC53_3_BOTH.tif:cytoplasm:1,42.383,28.634,16.026,14.000,6.000,114.000,0.000,0.000,1213.614,25.000,23480.000,0,0.000
4,MAX_i3-11_ERGIC53_3_BOTH.tif:dendrite 1:1,5.169,9.429,3.526,6.399,3.670,20.110,0.000,0.000,48.736,8.783,942.907,0,22.655
5,MAX_i3-11_ERGIC53_3_BOTH.tif:dendrite 1 background:1,5.169,4.235,0.804,4.007,3.000,7.482,0.000,0.000,21.888,4.131,423.471,0,22.655
6,MAX_i3-11_ERGIC53_3_BOTH.tif:AIS:1,3.825,16.251,5.369,12.477,7.735,32.263,0.000,0.000,62.156,15.425,1202.542,0,16.815
7,MAX_i3-11_ERGIC53_3_BOTH.tif:AIS background:1,3.825,4.254,0.940,3.009,3.000,7.724,0.000,0.000,16.272,4.033,314.813,0,16.815
8,MAX_i3-11_ERGIC53_3_BOTH.tif:axon:1,14.472,16.138,4.581,14.852,6.501,38.172,0.000,0.000,233.549,15.915,4518.510,0,63.646
9,MAX_i3-11_ERGIC53_3_BOTH.tif:axon background:1,14.472,4.092,0.960,4.001,3.000,13.045,0.000,0.000,59.215,3.995,1145.641,0,63.646
10,MAX_i3-11_ERGIC53_3_BOTH.tif:growth cone:1,32.460,8.154,4.767,5.000,3.000,41.000,0.000,0.000,264.690,6.000,5121.000,0,0.000
11,MAX_i3-11_ERGIC53_3_BOTH.tif:growth cone background:1,32.460,3.650,0.842,3.000,3.000,9.000,0.000,0.000,118.467,3.000,2292.000,0,0.000
12,MAX_i3-11_ERGIC53_3_BOTH.tif:dendrite 2:1,0.000,4.000,0.000,4.000,4.000,4.000,90.257,70.023,0.207,4.000,4.000,1,0.000
13,MAX_i3-11_ERGIC53_3_BOTH.tif:dendrite 2 background:1,0.000,4.000,0.000,4.000,4.000,4.000,90.257,70.023,0.207,4.000,4.000,1,0.000
14,MAX_i3-11_ERGIC53_3_BOTH.tif:dendrite 3:1,0.000,4.000,0.000,4.000,4.000,4.000,90.257,70.023,0.207,4.000,4.000,1,0.000
15,MAX_i3-11_ERGIC53_3_BOTH.tif:dendrite 3 background:1,0.000,4.000,0.000,4.000,4.000,4.000,90.257,70.023,0.207,4.000,4.000,1,0.000
