"","original","dir","uuid","new","old_path","new_path"
"1","BFA_1_BOTH.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\clof_and_BFA\hyperstacks","d27b6a54-1ef4-11ed-8000-417e27933acf","d27b6a54-1ef4-11ed-8000-417e27933acf.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\clof_and_BFA\hyperstacks/BFA_1_BOTH.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\clof_and_BFA\analysis/d27b6a54-1ef4-11ed-8000-417e27933acf.tif"
"2","BFA_2_BOTH.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\clof_and_BFA\hyperstacks","dd7fdc27-21dd-4900-9cae-6c214f7b86a7","dd7fdc27-21dd-4900-9cae-6c214f7b86a7.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\clof_and_BFA\hyperstacks/BFA_2_BOTH.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\clof_and_BFA\analysis/dd7fdc27-21dd-4900-9cae-6c214f7b86a7.tif"
"3","BFA_3_BOTH.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\clof_and_BFA\hyperstacks","ce2fbcfa-27e0-4ca1-8c95-fefd1e6db6c2","ce2fbcfa-27e0-4ca1-8c95-fefd1e6db6c2.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\clof_and_BFA\hyperstacks/BFA_3_BOTH.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\clof_and_BFA\analysis/ce2fbcfa-27e0-4ca1-8c95-fefd1e6db6c2.tif"
"4","BFA_4_BOTH.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\clof_and_BFA\hyperstacks","2e2658b2-6380-4965-b40b-e142ca3048e1","2e2658b2-6380-4965-b40b-e142ca3048e1.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\clof_and_BFA\hyperstacks/BFA_4_BOTH.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\clof_and_BFA\analysis/2e2658b2-6380-4965-b40b-e142ca3048e1.tif"
"5","BFA_5_GC.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\clof_and_BFA\hyperstacks","d467c6ab-c87a-4ec0-b768-99cc67de9503","d467c6ab-c87a-4ec0-b768-99cc67de9503.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\clof_and_BFA\hyperstacks/BFA_5_GC.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\clof_and_BFA\analysis/d467c6ab-c87a-4ec0-b768-99cc67de9503.tif"
"6","BFA_5_soma.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\clof_and_BFA\hyperstacks","7bbd5e08-000d-4b96-ac96-e1e91482df0b","7bbd5e08-000d-4b96-ac96-e1e91482df0b.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\clof_and_BFA\hyperstacks/BFA_5_soma.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\clof_and_BFA\analysis/7bbd5e08-000d-4b96-ac96-e1e91482df0b.tif"
"7","BFA_6_BOTH.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\clof_and_BFA\hyperstacks","9d7a4da4-9836-42e5-a900-bb1c39ff7055","9d7a4da4-9836-42e5-a900-bb1c39ff7055.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\clof_and_BFA\hyperstacks/BFA_6_BOTH.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\clof_and_BFA\analysis/9d7a4da4-9836-42e5-a900-bb1c39ff7055.tif"
"8","clof_1_BOTH.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\clof_and_BFA\hyperstacks","b393b274-b59a-45f6-947b-f8dd49b61737","b393b274-b59a-45f6-947b-f8dd49b61737.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\clof_and_BFA\hyperstacks/clof_1_BOTH.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\clof_and_BFA\analysis/b393b274-b59a-45f6-947b-f8dd49b61737.tif"
"9","clof_2_BOTH.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\clof_and_BFA\hyperstacks","1c236405-705d-49b9-8206-9a33107229a6","1c236405-705d-49b9-8206-9a33107229a6.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\clof_and_BFA\hyperstacks/clof_2_BOTH.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\clof_and_BFA\analysis/1c236405-705d-49b9-8206-9a33107229a6.tif"
"10","clof_3_BOTH.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\clof_and_BFA\hyperstacks","e0817910-1102-47aa-b96a-1a7975520bd7","e0817910-1102-47aa-b96a-1a7975520bd7.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\clof_and_BFA\hyperstacks/clof_3_BOTH.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC112_inhibitor_treated_ERGIC53_TIFs\clof_and_BFA\analysis/e0817910-1102-47aa-b96a-1a7975520bd7.tif"
