 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen,Length
1,MAX_ERGIC53_DIV3_1_soma.tif:cell body:1,521.058,27.556,27.545,7.000,3.000,242.000,14358.481,16.000,277796.000,0.000
2,MAX_ERGIC53_DIV3_1_soma.tif:nucleus:1,77.944,76.685,23.526,66.000,10.000,228.000,5977.153,73.000,115641.000,0.000
3,MAX_ERGIC53_DIV3_1_soma.tif:cytoplasm:1,443.114,18.915,17.193,7.000,3.000,242.000,8381.328,13.000,162155.000,0.000
4,MAX_ERGIC53_DIV3_1_soma.tif:dendrite 1:1,3.670,7.571,3.055,4.950,4.037,21.355,27.784,6.777,537.548,16.017
5,MAX_ERGIC53_DIV3_1_soma.tif:dendrite 1 background:1,3.670,4.257,0.774,3.999,3.040,6.625,15.622,4.083,302.239,16.017
6,MAX_ERGIC53_DIV3_1_soma.tif:dendrite 2:1,2.843,9.912,2.767,9.025,6.000,19.955,28.178,9.042,545.170,12.304
7,MAX_ERGIC53_DIV3_1_soma.tif:dendrite 2 background:1,2.843,4.664,1.137,3.992,3.310,10.429,13.258,4.465,256.498,12.304
8,MAX_ERGIC53_DIV3_1_soma.tif:dendrite 3:1,3.308,5.724,1.790,4.924,3.000,13.367,18.935,5.032,366.348,14.371
9,MAX_ERGIC53_DIV3_1_soma.tif:dendrite 3 background:1,3.308,4.061,0.681,4.000,3.000,6.967,13.434,4.000,259.901,14.371
10,MAX_ERGIC53_DIV3_1_soma.tif:AIS:1,6.823,9.622,2.951,9.555,5.011,19.461,65.645,8.806,1270.049,29.873
11,MAX_ERGIC53_DIV3_1_soma.tif:AIS background:1,6.823,4.461,2.008,3.030,3.000,18.341,30.433,4.146,588.798,29.873
