 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen,Length
1,MAX_ERGIC53_GFP_6_soma.tif:cell body:1,346.511,62.199,31.912,31.000,5.000,197.000,21552.763,59.000,416985.000,0.000
2,MAX_ERGIC53_GFP_6_soma.tif:nucleus:1,140.641,76.707,23.588,54.000,34.000,182.000,10788.088,72.000,208719.000,0.000
3,MAX_ERGIC53_GFP_6_soma.tif:cytoplasm:1,256.678,53.287,30.015,31.000,5.000,197.000,13677.658,48.000,264624.000,0.000
4,MAX_ERGIC53_GFP_6_soma.tif:dendrite 1:1,7.495,26.644,10.885,12.994,10.036,70.610,199.683,25.492,3863.309,32.875
5,MAX_ERGIC53_GFP_6_soma.tif:dendrite 1 background:1,7.495,16.830,12.244,8.229,4.519,74.867,126.132,11.807,2440.306,32.875
6,MAX_ERGIC53_GFP_6_soma.tif:dendrite 2:1,8.322,28.512,18.300,14.970,7.330,102.733,237.265,21.613,4590.413,36.412
7,MAX_ERGIC53_GFP_6_soma.tif:dendrite 2 background:1,8.322,28.075,12.418,21.016,11.077,67.000,233.630,24.000,4520.081,36.412
8,MAX_ERGIC53_GFP_6_soma.tif:dendrite 3:1,6.564,27.007,11.526,21.409,14.760,72.461,177.284,24.198,3429.945,28.723
9,MAX_ERGIC53_GFP_6_soma.tif:dendrite 3 background:1,6.564,22.158,14.275,18.103,5.248,86.507,145.449,18.555,2814.027,28.723
10,MAX_ERGIC53_GFP_6_soma.tif:AIS:1,10.027,23.826,7.555,20.044,9.689,55.000,238.907,22.876,4622.179,43.973
11,MAX_ERGIC53_GFP_6_soma.tif:AIS background:1,10.027,17.206,8.518,6.019,4.295,56.225,172.532,15.716,3338.005,43.973
